emp_no,first_name,last_name,from_date,title
224595,Menkae,Langford,1986-02-19,Senior Engineer
224597,Dipayan,Genther,1985-09-07,Senior Staff
224612,Marsha,Munck,1986-06-08,Senior Staff
224622,Tetsurou,Lipner,1987-08-12,Senior Engineer
224665,Lobel,Castellani,1992-06-28,Staff
224675,Barna,Cappello,1986-08-01,Senior Engineer
224676,Souichi,Cesareni,1996-05-28,Senior Staff
224679,Mats,Simmel,1998-04-15,Staff
224680,Beshir,Liedekerke,1986-07-22,Senior Staff
224692,Candida,Perng,1986-10-21,Senior Staff
224694,Arfst,Collette,1986-08-26,Senior Staff
224699,Charlene,Ponthieu,1987-09-10,Senior Engineer
224701,Keung,Vakili,1987-11-27,Engineer
224723,Guadalupe,Alpay,1999-07-12,Engineer
224724,Gretta,Wroclawski,1988-01-06,Senior Engineer
224728,Atreye,Casley,1988-07-31,Senior Staff
224755,Xumin,Heping,1989-07-17,Senior Engineer
224764,Utpal,Nastansky,1997-11-24,Engineer
224776,Thanasis,Salinas,1989-04-21,Senior Staff
224781,Rosli,Soloway,1993-03-16,Technique Leader
224785,Yaghout,Beetstra,1986-02-17,Staff
224791,Jenwei,Besancenot,1985-05-17,Senior Engineer
224795,Chaitali,Shokrollahi,1989-11-10,Staff
224810,Muneo,Cappello,1998-11-07,Staff
224818,Zhensheng,Rosis,1987-12-13,Staff
224820,Shalesh,Plesums,1996-02-10,Senior Staff
224824,Leaf,Zedlitz,1985-09-27,Senior Staff
224828,Zhigen,Versino,1985-10-11,Senior Engineer
224831,Arunas,Ermel,1991-12-15,Staff
224837,Yahiko,Ambroszkiewicz,1986-12-15,Engineer
224843,Janalee,Openshaw,1989-06-06,Senior Staff
224848,LiMin,Waterhouse,1993-07-21,Senior Engineer
224853,Djelloul,Randi,1985-10-24,Engineer
224871,Fumitaka,Conry,1995-03-01,Senior Staff
224875,Yongmao,Gewali,1985-10-22,Senior Staff
224880,Angus,Ramsay,1994-11-07,Technique Leader
224885,Hercules,Matheson,1989-12-04,Staff
224899,Taisook,Taubman,1985-05-10,Technique Leader
224901,Naftali,Pero,1985-12-22,Engineer
224907,Holgard,Matzke,1985-05-07,Staff
224917,Danae,Pollock,1988-11-24,Senior Engineer
224920,Xiaocheng,Sigstam,1987-05-21,Engineer
224927,Conrado,Serna,1987-11-23,Staff
224937,Demin,Solovay,1992-11-27,Senior Engineer
224942,Dayanand,Swab,1995-12-13,Engineer
224951,Susanna,Hartvigsen,1990-05-26,Engineer
224959,Guoxiang,Swen,1994-01-17,Staff
224973,Steve,Gire,1988-01-19,Assistant Engineer
224988,Claude,Steinauer,1988-10-22,Assistant Engineer
224995,Chikara,Kadhim,1985-03-05,Senior Engineer
224997,Sailaja,Coors,1986-02-19,Technique Leader
225009,Chuanti,Rouquie,1987-12-23,Senior Engineer
225017,Goh,Bruckman,1988-11-10,Senior Staff
225030,Leszek,Spell,1998-08-06,Staff
225033,Naraig,Camurati,1990-12-14,Engineer
225037,Uzi,Karnin,1986-10-20,Senior Staff
225059,Tuval,Vernadat,1988-12-11,Senior Engineer
225085,Niclas,Mungall,1986-11-01,Engineer
225105,Palash,Hempstead,1990-05-29,Staff
225116,Josyula,Uhrig,1994-12-01,Engineer
225123,Makato,Gide,1986-01-14,Technique Leader
225158,Siddarth,Shrader,1987-01-04,Engineer
225170,Kersti,Waschkowski,1987-04-24,Senior Engineer
225179,Domenick,Sridhar,1991-10-08,Senior Engineer
225185,Xuejia,Thiria,1986-10-20,Senior Engineer
225186,Sachin,Lipner,1988-09-26,Senior Engineer
225188,Honglan,Malabarba,1994-06-29,Senior Staff
225198,Zhongwei,Plavsic,1986-01-25,Technique Leader
225211,Barry,Krichel,1985-12-22,Senior Staff
225231,Ibibia,Marakhovsky,1987-02-22,Senior Engineer
225242,Ute,Weiland,1989-08-12,Technique Leader
225253,Uinam,Swiss,1987-07-29,Engineer
225254,Sanjoy,Tzvieli,1985-02-09,Senior Staff
225255,Dharmaraja,Shumilov,1986-02-10,Senior Staff
225277,Hercules,Harbusch,1998-05-12,Assistant Engineer
225280,Perry,Miara,1986-02-27,Senior Staff
225287,Ronnie,Decleir,1997-11-26,Staff
225290,Hidekazu,Vecchi,1986-09-08,Engineer
225301,Huican,Collavizza,1985-11-17,Staff
225306,Wonhee,Pagter,1985-07-02,Staff
225307,Shiv,Angel,1987-11-19,Staff
225313,Luisa,Eiron,1992-12-08,Senior Engineer
225315,Piyawadee,Choobineh,1995-03-26,Engineer
225323,Morrie,Sidhu,1985-02-24,Senior Staff
225324,Quingbo,Oppitz,1991-08-19,Staff
225327,Vishwani,Kalloufi,1987-10-04,Senior Staff
225349,Panayotis,Mahmud,1990-08-27,Engineer
225357,Perry,Papastamatiou,1987-01-09,Engineer
225363,Adamantios,Cullers,1986-01-05,Senior Staff
225364,Souichi,Merle,1986-06-01,Technique Leader
225373,Danel,Rodite,1989-03-06,Senior Engineer
225426,Zhenbing,Ibel,1986-10-15,Staff
225439,Gian,Koblick,1999-01-08,Technique Leader
225444,Masanao,Vural,1995-08-06,Technique Leader
225446,Masako,Poupard,1988-05-15,Senior Staff
225450,Jiann,Famili,1985-07-27,Senior Engineer
225453,Huan,Rothenberg,2000-01-20,Engineer
225455,Eldridge,Papadias,1992-11-03,Technique Leader
225463,Temple,Masada,1998-08-11,Staff
225464,Tetsurou,Vieth,1996-04-27,Assistant Engineer
225468,Vasilii,Munawer,1987-03-04,Senior Staff
225480,Sorina,Gimarc,1993-02-24,Staff
225492,Guangming,Deville,1988-11-01,Staff
225503,Kayoko,Kropf,1995-07-11,Senior Engineer
225509,Rajmohan,Leaver,1992-08-26,Engineer
225515,Jenwei,Herber,1988-12-11,Staff
225518,Owen,Zyda,1995-09-03,Senior Staff
225533,Feiyu,Oehlmann,1985-02-08,Staff
225541,Baruch,Brodal,1987-06-10,Engineer
225546,Marl,Albarhamtoshy,1986-09-03,Senior Engineer
225552,Sariel,Lalonde,1985-04-23,Senior Engineer
225587,Chenyi,Orlowska,1997-12-25,Senior Staff
225594,Mariusz,Emmerich,1990-09-04,Staff
225595,Marla,Rosti,1997-03-28,Staff
225606,Jixiang,Rosen,1998-06-03,Staff
225610,Vishv,Morris,1988-03-21,Technique Leader
225613,Alenka,Markovitch,1985-12-28,Engineer
225615,Zhonghui,Clouatre,1997-12-21,Staff
225617,Tommaso,Pettit,1987-01-07,Senior Staff
225618,Shuho,Duclos,1987-03-08,Senior Staff
225621,Erez,Hempstead,1989-10-02,Senior Engineer
225623,Arunas,Taubenfeld,1999-09-21,Staff
225628,Tze,Pokrovskii,1988-10-06,Technique Leader
225630,Jiann,Levasseur,1987-03-31,Staff
225650,Magy,McClure,1986-11-06,Staff
225652,Along,Seiwald,1985-08-22,Senior Engineer
225654,Rosita,Riexinger,1989-05-01,Assistant Engineer
225655,Geoff,Pelz,1989-10-22,Staff
225658,Danai,Kakkar,1988-02-12,Senior Staff
225661,Hairong,Baer,1985-06-21,Senior Staff
225681,Xinglin,Guerreiro,1986-11-10,Senior Staff
225699,Jaewoo,Menhoudj,1987-10-28,Staff
225709,Eirik,Validov,1993-11-29,Staff
225711,Vasiliy,Steinauer,1995-11-19,Engineer
225713,Jinxi,Maierhofer,1986-02-25,Engineer
225714,Gadiel,Dayang,1988-01-29,Senior Engineer
225719,Kolar,Himler,1986-08-18,Engineer
225747,Tadahiko,Tiemann,1986-01-16,Senior Engineer
225760,Subhrajyoti,Adachi,1998-09-09,Staff
225766,Lalit,Peyn,1999-10-04,Senior Staff
225770,Visit,Khasidashvili,1985-03-29,Assistant Engineer
225779,Suzette,Huhdanpaa,1988-06-30,Senior Staff
225811,Takushi,Zallocco,1991-05-07,Engineer
225816,Bader,Jansen,1998-11-04,Senior Staff
225818,Tomoyuki,Shihab,1997-11-09,Technique Leader
225829,Takahito,Peak,1997-03-25,Engineer
225840,Moti,Rodier,1987-06-20,Senior Staff
225843,Remco,Codenie,1988-12-22,Senior Engineer
225871,Ronghao,Kavraki,1988-10-29,Staff
225885,Mingzeng,Simmel,1997-02-09,Staff
225890,Alois,Oxenboll,1985-07-28,Staff
225899,Pradeep,Penttonen,1985-06-22,Technique Leader
225900,Tse,Roisin,1998-07-07,Engineer
225902,Ayonca,Schusler,1999-04-13,Staff
225919,Christfried,Dayang,1985-05-29,Senior Staff
225928,Kasturi,Huxford,1987-02-26,Staff
225941,Alenka,Angelopoulos,1985-02-09,Senior Staff
225952,Venkatesan,Serre,1991-02-18,Staff
225955,Radhia,Bernini,1988-08-15,Senior Engineer
225956,Mads,Parhami,1985-08-25,Senior Engineer
225965,Dhritiman,Alpay,1987-06-27,Senior Engineer
225968,Domenico,Brickell,1985-02-10,Engineer
225979,Malu,Hoogerwoord,1986-07-11,Staff
225980,Luigi,Antonakopoulos,1988-01-06,Senior Engineer
225981,Niclas,Hopewell,1985-04-06,Senior Engineer
225982,Susanta,Zaiane,1985-11-29,Engineer
225992,Sverrir,Zedlitz,1994-04-29,Senior Staff
225995,Khoa,Gniady,1989-12-10,Senior Engineer
226012,Sahrah,Katalagarianos,1987-01-24,Engineer
226017,Badri,Orlowski,1987-12-20,Senior Engineer
226019,Billie,Bellmore,1989-04-07,Staff
226032,Sadegh,Vernadat,1993-03-23,Engineer
226067,Baruch,Benner,1995-06-29,Staff
226079,Naraig,Badache,1985-11-15,Senior Engineer
226080,Fabrizio,Decleir,1996-01-08,Senior Engineer
226092,Chinho,Nyanchama,1985-06-03,Senior Engineer
226093,Werner,Iacovou,1986-06-15,Staff
226095,Unal,Kalsbeek,1988-08-22,Senior Staff
226099,Malu,Chandrasekhar,1987-11-06,Staff
226110,Shuji,Stasinski,1985-10-11,Senior Staff
226112,Susanna,Gomatam,1985-08-24,Staff
226121,Vidar,Narahara,1988-06-28,Senior Engineer
226146,Shichao,Syrzycki,1986-01-10,Senior Engineer
226166,Selwyn,Mapelli,1997-05-12,Staff
226181,Maris,Sudbeck,1986-11-22,Engineer
226191,Toong,Jakobus,1987-07-02,Senior Staff
226231,Heekeun,Raoux,1985-09-10,Senior Engineer
226263,Rajmohan,Attimonelli,1998-08-14,Staff
226269,Collette,Zhiwei,1988-03-11,Senior Staff
226270,Uwe,Honiden,1997-05-28,Staff
226275,Alain,Katiyar,1994-07-08,Senior Engineer
226281,Doowon,Kragelund,1988-08-12,Engineer
226282,Emdad,Krzyzanowski,1986-11-27,Staff
226299,Reuven,McDermid,1987-02-16,Senior Engineer
226302,Danae,Braunmuhl,1985-07-19,Senior Engineer
226309,Youngkon,Portugali,1993-10-25,Senior Engineer
226313,Aiichiro,Christ,1996-04-06,Staff
226325,Leni,Avouris,1990-10-02,Senior Staff
226367,Ung,Munro,1987-09-05,Senior Staff
226369,Kensei,Heping,1998-08-12,Senior Staff
226382,Moss,Khasidashvili,1985-02-06,Staff
226384,Hausi,Makinen,1988-07-29,Senior Staff
226385,Xiaoshan,Broomell,1987-03-25,Senior Engineer
226398,Girolamo,Copas,1998-02-23,Senior Engineer
226410,Gio,Sifakis,1992-03-20,Engineer
226424,Siddarth,Constantine,1993-07-03,Technique Leader
226431,Alassane,Budinsky,1986-03-15,Engineer
226435,Radhika,Llado,1988-10-09,Senior Engineer
226438,Subhada,Kambil,1986-07-01,Staff
226452,Patricio,Stellhorn,1995-12-05,Senior Engineer
226453,Saniya,Leonhardt,1998-10-11,Engineer
226456,Phule,Kabayashi,1985-05-30,Senior Engineer
226466,Atilio,Baek,1988-06-28,Staff
226468,Mooi,Asmuth,1986-10-17,Senior Staff
226471,JoAnna,Stroustrup,1988-08-15,Senior Staff
226480,Leszek,Kusalik,1987-03-11,Staff
226497,Ravishankar,Malinowski,1991-07-12,Technique Leader
226526,Lobel,Fiutem,1990-12-13,Assistant Engineer
226529,Padma,Lamparter,1987-02-02,Senior Staff
226568,Deniz,Frezza,1995-07-10,Senior Staff
226573,Nathan,Penn,1996-09-01,Engineer
226574,Hatem,Coors,1987-07-10,Staff
226581,Baoqiu,Nannarelli,1987-11-30,Engineer
226582,Reinhard,Serre,1988-08-25,Senior Staff
226587,Serap,Mitina,1990-08-01,Senior Staff
226601,Faiza,Strehl,1986-04-26,Engineer
226603,Spyrose,Pokrovskii,1987-07-22,Staff
226611,Kersti,Nourani,1986-09-29,Senior Engineer
226614,Valery,Fargier,1989-08-25,Senior Engineer
226616,Zine,Unno,1988-06-11,Senior Engineer
226619,Masanao,Strandh,1990-11-12,Senior Staff
226627,Hilari,Serdy,1987-07-20,Staff
226628,Nishit,Matteis,1987-02-23,Senior Engineer
226643,Hauke,Marshall,1988-07-16,Senior Engineer
226661,Kannan,Rosenbaum,1990-07-21,Assistant Engineer
226671,Mostafa,Coullard,1986-05-29,Senior Engineer
226681,Persi,Coullard,2000-01-10,Engineer
226699,Zsolt,Bolsens,1998-01-07,Staff
226708,Bikash,Zedlitz,1986-11-29,Staff
226715,Paloma,Sullins,1986-07-26,Senior Engineer
226733,Taizo,Pezzoli,1987-03-08,Engineer
226752,Rajmohan,Luit,1989-06-12,Engineer
226765,Ayakannu,Luby,1986-07-21,Senior Engineer
226772,Heping,Koshino,1987-01-02,Staff
226774,Sumali,Remmers,1988-04-20,Engineer
226782,Jaber,Beerel,1988-06-19,Staff
226792,Siamak,Shackel,1995-02-08,Senior Engineer
226796,Aksel,Baar,1987-10-22,Senior Engineer
226801,Xuejia,Roohalamini,1995-04-27,Staff
226808,Giordano,Marchegay,1987-10-09,Engineer
226814,Zhenbing,Pollock,1987-10-31,Senior Engineer
226829,Godehard,Gihr,1992-08-02,Staff
226846,Ortrud,Carrere,1989-08-24,Engineer
226853,Wuxu,Bail,1994-08-24,Assistant Engineer
226878,Abdulah,Furedi,1997-09-09,Staff
226884,Adam,Fortenbacher,1997-05-19,Assistant Engineer
226886,Divine,Bojadziev,1987-07-27,Engineer
226896,Yurij,Akaboshi,1987-03-25,Senior Staff
226899,Shigehito,Syrotiuk,1985-12-14,Senior Engineer
226905,Koldo,Barreiro,1986-08-21,Senior Staff
226910,Kristen,Rosay,1987-11-16,Staff
226919,Adamantios,Rehfuss,1986-09-19,Senior Staff
226932,Gen,Bridgland,1987-11-21,Senior Staff
226942,Satoru,Rattan,1986-07-22,Technique Leader
226954,Shushma,Pietrzykowski,1999-10-16,Engineer
226987,Arif,Delgrossi,1995-04-25,Engineer
226991,Maha,Schreiter,1985-06-07,Senior Staff
226993,Thanasis,Peot,1996-01-06,Engineer
227015,Rance,Trogemann,1988-04-27,Senior Engineer
227042,Gay,Templeman,1999-12-21,Technique Leader
227048,Arco,Cincotta,1988-07-14,Assistant Engineer
227059,Supot,Benzmuller,1990-12-23,Senior Engineer
227069,Shigeichiro,Marshall,1985-02-26,Senior Engineer
227116,Steve,Teitelbaum,1988-06-28,Senior Staff
227134,Mohamadou,Nollmann,1985-05-20,Senior Staff
227144,Anneli,Beeson,1996-10-02,Assistant Engineer
227157,Perla,Swab,1992-07-19,Engineer
227185,Lillian,Syang,1994-01-14,Engineer
227205,Leon,Demizu,1989-01-02,Senior Engineer
227212,Premsyl,Hartvigsen,1985-02-24,Staff
227235,Boutros,Zykh,1996-10-28,Staff
227239,Krisda,Showalter,1985-09-19,Senior Staff
227249,Hideyuki,Erni,1988-02-21,Staff
227250,Sadegh,Kusakabe,1999-08-24,Engineer
227271,Yechiam,Osgood,1988-07-12,Staff
227276,Nobuyoshi,Zultner,1985-06-14,Senior Staff
227277,Pragnesh,Buescher,1988-12-29,Senior Engineer
227296,Oscal,Christ,1988-05-11,Senior Engineer
227299,Kellyn,Millington,1988-06-18,Senior Engineer
227303,Rosalie,Mondadori,1986-11-18,Staff
227318,Claude,Benantar,1988-08-11,Staff
227324,Arve,Cooley,1985-07-27,Senior Staff
227333,Urs,Swist,1988-06-25,Engineer
227358,Rafols,Muhling,1987-10-19,Engineer
227361,Kazuhito,Servieres,1985-12-25,Senior Staff
227388,Arif,Krychniak,1987-03-11,Engineer
227394,Vishu,Georgakopoulos,1987-03-25,Senior Engineer
227399,Gregory,Champarnaud,1994-10-18,Staff
227409,Jianhao,Ullian,1989-04-26,Technique Leader
227416,Ferdinand,Hebert,1986-08-25,Senior Engineer
227423,Arunas,Baby,1986-10-08,Engineer
227448,Steve,Puppo,1999-02-20,Engineer
227456,Mark,Bach,1995-04-02,Staff
227457,Zeydy,Silva,1988-11-24,Senior Engineer
227459,Younwoo,Schmiedel,1987-11-03,Staff
227463,Zorica,Tsunoo,1999-11-11,Engineer
227465,Bartek,Ducloy,1985-05-03,Senior Staff
227471,Djenana,Cannane,1992-03-22,Senior Staff
227473,Feixiong,Olivero,1989-11-26,Senior Staff
227475,Kendra,Danner,1987-04-13,Senior Engineer
227478,Collette,Crouzet,1985-07-30,Senior Staff
227487,Bodo,Nishimukai,1986-06-07,Senior Engineer
227488,Takahito,Jarecki,1986-04-01,Staff
227501,Angus,Biron,1985-04-15,Engineer
227517,Aria,Rathonyi,1996-07-26,Staff
227518,Masoud,Dichev,1985-09-22,Technique Leader
227530,Gilbert,Krichel,1987-05-27,Senior Engineer
227531,Pranay,Varker,1988-06-03,Senior Engineer
227553,Trygve,Schwartzbauer,1985-08-28,Senior Staff
227554,Akemi,Borstler,1990-04-20,Engineer
227563,Peternela,Yamaashi,1997-09-05,Staff
227578,Randy,Alpay,1996-06-03,Senior Engineer
227586,Neelam,Munawer,1986-08-04,Senior Staff
227591,Byong,Genin,1988-11-06,Senior Staff
227592,Mingsen,Karnin,1998-01-02,Staff
227593,Hugo,Leuchs,1992-10-03,Engineer
227595,Gaetan,Kragelund,1991-03-02,Senior Engineer
227608,Christ,Stentiford,1986-07-07,Staff
227650,Takanari,Juneja,1988-04-11,Senior Staff
227662,Gou,Preusig,1985-03-14,Senior Staff
227676,Sakthirel,Ruemmler,1986-05-24,Staff
227684,Denis,Kusakabe,1987-08-05,Senior Staff
227689,Dannz,Seuren,1985-06-06,Staff
227694,Paloma,Chandrasekhar,1985-06-26,Senior Staff
227695,Saeed,DasSarma,1999-02-17,Staff
227696,Moty,Portugali,1997-08-30,Senior Engineer
227698,Genevieve,Majewski,1989-04-19,Engineer
227701,Frederique,Brizzi,1986-12-03,Technique Leader
227710,Stamatina,Douceur,1987-01-22,Engineer
227714,Luigi,Peternell,1999-02-04,Staff
227726,Alejandro,Trystram,1985-09-30,Senior Staff
227741,Behnaam,Kobuchi,1998-06-30,Staff
227752,Xinglin,Birch,1986-03-12,Senior Staff
227772,Waiman,Michaels,1996-03-05,Technique Leader
227777,Ingmar,Ibel,1995-07-19,Senior Engineer
227781,Aleksander,Ramras,1995-06-09,Senior Staff
227783,Xiping,Constantine,1996-01-21,Staff
227792,Woody,Ponthieu,1987-10-02,Staff
227801,Valery,Brobst,1993-06-05,Engineer
227808,Xiaoheng,Babb,1987-06-29,Senior Staff
227819,Luerbio,Lichtner,1996-06-16,Engineer
227834,Urs,Cardazo,1995-11-30,Senior Staff
227850,Visit,Andreotta,1988-02-20,Senior Engineer
227854,Zvonko,Ibel,1986-03-30,Senior Staff
227864,Tuval,Soicher,1996-09-18,Staff
227868,Ute,Hardjono,1986-05-02,Engineer
227877,Leszek,Tsukune,1998-05-31,Staff
227885,Tesuya,Cheshire,1985-09-11,Senior Engineer
227889,Dipayan,Monarch,1989-12-29,Senior Engineer
227892,George,Stille,1993-07-05,Staff
227894,Lijia,Kulisch,1989-06-10,Assistant Engineer
227907,Bogdan,Camurati,1995-12-28,Engineer
227908,Shih,Denti,1988-11-14,Senior Engineer
227910,Saniya,Alencar,1997-06-04,Staff
227913,Ingemar,Scallan,1998-09-01,Engineer
227925,Ulises,Sgarro,1986-09-11,Senior Staff
227938,Uzi,Schaaf,1993-11-16,Senior Staff
227943,Sushant,Przulj,1989-09-08,Engineer
227958,Shichao,Hennebert,1989-07-15,Staff
227969,Falguni,Mandell,1999-10-19,Staff
227973,Tomofumi,Tyugu,1986-12-17,Staff
228008,Guozhong,Melski,1993-08-14,Senior Engineer
228018,Minghong,Beerel,1985-02-26,Senior Staff
228023,Hidefumi,Denna,1988-12-21,Engineer
228025,Yuguang,Papastamatiou,1991-04-20,Technique Leader
228051,Yuguang,Viele,1988-12-18,Technique Leader
228065,Mariusz,McFarlan,1987-09-08,Staff
228071,Taegyun,Laurillard,1987-11-03,Senior Staff
228095,DAIDA,Suppi,1987-05-07,Senior Engineer
228122,Sugwoo,Kaltofen,1999-10-26,Engineer
228130,Eben,Woycyznski,1986-07-23,Senior Engineer
228142,Vojin,Talmor,1987-03-31,Staff
228146,Navin,Rande,1990-07-29,Senior Staff
228152,Sailaja,Lung,1991-02-28,Senior Staff
228163,Ortrud,Kossowski,1993-07-03,Senior Engineer
228200,Chinhyun,Teitelbaum,1987-12-12,Senior Engineer
228223,Pranav,Hatcliff,1988-01-06,Staff
228227,Werner,Wendorf,1994-01-15,Senior Staff
228233,Francesca,Serov,1986-07-13,Technique Leader
228246,Bartek,Aloisi,1990-08-22,Senior Staff
228258,Suzette,Giaccio,1998-02-11,Engineer
228269,Aluzio,Varman,1988-08-06,Staff
228278,Sungwon,Douceur,1999-01-06,Senior Staff
228284,Along,Ressouche,1988-09-13,Engineer
228285,Weiwu,Pollock,1988-04-20,Assistant Engineer
228307,Munir,Belinskaya,1985-12-27,Senior Staff
228320,Wonhee,Murrill,1991-03-13,Senior Staff
228331,Wilmer,Poehlman,1986-01-14,Senior Engineer
228337,Yechezkel,Jeansoulin,1998-05-18,Staff
228357,Sarita,Brookner,1985-04-14,Senior Engineer
228358,Goetz,Molenaar,1985-06-03,Senior Engineer
228368,Mario,Remmers,1986-10-21,Senior Engineer
228374,Shahaf,McClurg,1987-04-07,Staff
228411,Khaled,Hofstetter,1992-08-28,Staff
228427,Fumitaka,Rothenberg,1992-02-18,Senior Engineer
228429,Atreye,Emmerich,1994-10-15,Engineer
228436,Vugranam,Baja,1986-11-12,Senior Engineer
228449,Pascal,Kushnir,1996-09-29,Staff
228456,Zengping,Deville,1991-06-26,Technique Leader
228480,Marc,Gornas,1987-03-23,Staff
228500,Martial,Fontet,1985-04-29,Senior Staff
228507,Zine,VanScheik,1992-11-05,Senior Engineer
228517,Huei,Leaver,1998-12-24,Staff
228519,Lihong,Porotnikoff,1989-07-21,Senior Engineer
228524,Erzsebet,Androutsos,1993-06-07,Senior Engineer
228542,Mack,Quadeer,1999-06-24,Staff
228544,Halsur,Legleitner,1988-02-21,Senior Staff
228546,Matk,Chiodo,1988-08-25,Senior Staff
228557,Sanjay,Griswold,1992-06-09,Staff
228563,Paloma,Baer,1986-03-06,Senior Engineer
228564,Mohammad,Yoshimura,1986-08-01,Senior Staff
228576,Owen,Motley,1993-03-29,Staff
228578,JoAnne,Talmon,1985-10-16,Engineer
228587,Katsuo,Basagni,1999-11-28,Senior Staff
228591,Tristan,Petereit,1988-01-22,Senior Staff
228610,Tomokazu,Llado,1992-03-12,Senior Engineer
228636,Paloma,Munck,1987-12-05,Senior Engineer
228654,Sudharsan,Chachaty,1995-01-13,Staff
228655,Jiong,Blokdijk,1996-05-05,Staff
228660,Charmane,Zaiane,1990-08-28,Engineer
228666,Franziska,Conde,1997-12-12,Engineer
228672,Goetz,Pulkowski,1986-12-17,Senior Staff
228683,Girolamo,Coombs,1988-08-18,Senior Staff
228685,Peer,Zolotykh,1995-03-04,Staff
228691,Ortrud,Paciorek,1985-05-31,Senior Engineer
228693,Hideo,Kakkad,1995-02-19,Engineer
228716,Sukumar,Rajcani,1999-03-14,Senior Engineer
228725,Edwin,Navazio,1988-02-12,Senior Engineer
228755,Kazuhira,Angot,1986-01-10,Engineer
228757,Kazuhiko,Lanteri,1991-04-10,Senior Engineer
228758,Aksel,Thummel,1990-08-26,Engineer
228774,Xinan,Klyachko,1989-02-05,Senior Engineer
228778,Yoshinari,Rettelbach,1988-08-30,Staff
228790,Djenana,Felder,1986-06-27,Engineer
228823,Mayuko,Gimbel,1999-05-11,Engineer
228829,Guiseppe,Lagarias,1992-09-02,Engineer
228853,Mayumi,Basawa,1999-11-04,Engineer
228858,Barton,Emmerich,1990-11-27,Senior Engineer
228861,KayLiang,Siksek,1988-04-19,Senior Staff
228889,Mircea,Frolund,1986-05-18,Senior Engineer
228895,Ugo,Fontan,1999-07-09,Staff
228928,Yahiko,Panwar,1987-09-23,Staff
228929,Pascal,Borovoy,1988-10-15,Engineer
228944,Tzu,Hmelo,1987-10-24,Engineer
228960,Eberhardt,Halevi,1999-02-04,Staff
228961,Xiaoshan,Poupard,1996-10-15,Senior Engineer
228972,Amalendu,Heiserman,1985-07-18,Senior Engineer
228973,Cheong,Nations,1985-10-21,Senior Engineer
228982,Alagu,Ramsak,1985-04-03,Staff
228990,Arup,Reeken,1991-10-10,Senior Engineer
228993,Kristine,Marrevee,1988-11-25,Senior Engineer
228999,Fen,Birsak,1997-08-13,Engineer
229024,Holgard,Rajaraman,1987-01-30,Senior Staff
229028,Rasiah,Whittlesey,1998-09-04,Engineer
229046,Fabrizio,Denti,1988-10-18,Staff
229049,Alois,Denis,1985-07-24,Assistant Engineer
229058,Barry,Zykh,1993-01-06,Senior Staff
229061,Chinhyun,Lorho,1994-02-12,Senior Staff
229069,Lucian,Crelier,1987-10-27,Senior Engineer
229070,Takushi,Cairo,1993-07-29,Engineer
229088,Kasidit,Servieres,1992-01-11,Senior Engineer
229092,Fumiya,Morrin,1992-07-10,Engineer
229111,Satoru,Schiper,1989-10-20,Senior Engineer
229122,Masasuke,Lichtner,1988-09-22,Senior Staff
229126,Leszek,Kolvik,1991-05-04,Senior Staff
229137,Susanta,Prenel,1986-05-28,Technique Leader
229147,Eberhardt,Birke,1988-08-29,Senior Staff
229155,Gino,Glowinski,1999-01-23,Staff
229163,Susuma,Wroclawski,1993-03-11,Senior Staff
229164,Lena,Papastamatiou,1989-09-22,Senior Engineer
229182,Georg,Bail,1988-04-05,Technique Leader
